id,Movie Name,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
1308,Fallen Angels (Duo luo tian shi) (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1309,Four Days in September (O Que É Isso. Companheiro?) (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1310,Spice World (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,Deep Rising (1998),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1312,Music From Another Room (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1313,Replacement Killers. The (1998),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1314,B. Monkey (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1315,Night Flier (1997),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1316,Blues Brothers 2000 (1998),1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1317,Wedding Singer. The (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1318,Sphere (1998),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1319,Palmetto (1998),0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
1320,As Good as It Gets (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1321,King of New York (1990),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1322,Twilight (1998),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1323,U.S. Marshals (1998),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1324,Welcome to Woop-Woop (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,Love and Death on Long Island (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1326,Everest (1998),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1327,Hush (1998),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1328,Suicide Kings (1997),0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
1329,Man in the Iron Mask. The (1998),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1330,Newton Boys. The (1998),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1331,Wild Things (1998),0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1332,Paulie (1998),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,Cool. Dry Place. A (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1334,Fireworks (Hana-bi) (1997),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1335,Primary Colors (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1336,Wide Awake (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1337,Two Girls and a Guy (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1338,Object of My Affection. The (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1339,Homegrown (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1340,The Players Club (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1341,Barney's Great Adventure (1998),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,Big One. The (1997),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1343,Chinese Box (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1344,Lost in Space (1998),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1345,Mercury Rising (1998),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1346,Spanish Prisoner. The (1997),0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1347,City of Angels (1998),0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1348,Last Days of Disco. The (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1349,Odd Couple II. The (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,My Giant (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,He Got Game (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1352,Gingerbread Man. The (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1353,Live Flesh (Carne trémula) (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1354,Zero Effect (1998),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1355,Borrowers. The (1997),0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1356,Krippendorf's Tribe (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,Kurt & Courtney (1998),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1358,Real Blonde. The (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,Mr. Nice Guy (Yat goh ho yan) (1997),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,Taste of Cherry (Ta'm e guilass) (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1361,Character (Karakter) (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1362,Species II (1998),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1363,Major League: Back to the Minors (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,Big Hit. The (1998),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1365,Tarzan and the Lost City (1998),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,Dancer. Texas Pop. 81 (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1367,Misérables. Les (1998),0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1368,Clockwatchers (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,Deep Impact (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1370,Quest for Camelot (1998),0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1371,Godzilla (1998),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1372,Bulworth (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1373,Fear and Loathing in Las Vegas (1998),0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1374,Opposite of Sex. The (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1375,Almost Heroes (1998),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1376,Hope Floats (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1377,Insomnia (1997),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1378,Ugly. The (1997),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1379,Perfect Murder. A (1998),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1380,Beyond Silence (Jenseits der Stille) (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1381,Six Days Seven Nights (1998),0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1382,Can't Hardly Wait (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1383,High Art (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1384,Children of Heaven. The (Bacheha-Ye Aseman) (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1385,Dream for an Insomniac (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1386,Henry Fool (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1387,Mr. Jealousy (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1388,Mulan (1998),0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1389,X-Files: Fight the Future. The (1998),1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
1390,I Went Down (1997),0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1391,Dr. Dolittle (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,Out of Sight (1998),0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
1393,Picnic at Hanging Rock (1975),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1394,Smoke Signals (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1395,Buffalo '66 (a.k.a. Buffalo 66) (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1396,Armageddon (1998),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1397,Lethal Weapon 4 (1998),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1398,Madeline (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,Small Soldiers (1998),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1400,Pi (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1401,Whatever (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1402,There's Something About Mary (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1403,Plan 9 from Outer Space (1959),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1404,Broadway Melody. The (1929),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1405,All Quiet on the Western Front (1930),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1406,Cimarron (1931),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1407,Grand Hotel (1932),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1408,Mutiny on the Bounty (1935),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1409,Great Ziegfeld. The (1936),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1410,Life of Emile Zola. The (1937),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1411,You Can't Take It with You (1938),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1412,Mrs. Miniver (1942),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1413,Going My Way (1944),0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1414,Lost Weekend. The (1945),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1415,Best Years of Our Lives. The (1946),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1416,Gentleman's Agreement (1947),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1417,Hamlet (1948),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1418,All the King's Men (1949),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1419,From Here to Eternity (1953),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1420,On the Waterfront (1954),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1421,Marty (1955),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1422,West Side Story (1961),0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1423,Tom Jones (1963),0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1424,Man for All Seasons. A (1966),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1425,In the Heat of the Night (1967),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1426,Oliver! (1968),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1427,Midnight Cowboy (1969),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1428,French Connection. The (1971),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1429,Rocky (1976),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1430,Kramer vs. Kramer (1979),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1431,Ordinary People (1980),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1432,Chariots of Fire (1981),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1433,Terms of Endearment (1983),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1434,Out of Africa (1985),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1435,Last Emperor. The (1987),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1436,Rain Man (1988),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1437,Driving Miss Daisy (1989),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1438,Take the Money and Run (1969),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1439,Klute (1971),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1440,Repo Man (1984),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1441,Metropolitan (1990),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,Labyrinth (1986),0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1443,Breakfast Club. The (1985),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1444,Nightmare on Elm Street 2: Freddy's Revenge. A (1985),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1445,Nightmare on Elm Street 3: Dream Warriors. A (1987),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1446,Nightmare on Elm Street 4: The Dream Master. A (1988),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1447,Nightmare on Elm Street 5: The Dream Child. A (1989),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1448,Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead. A) (1991),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1449,Friday the 13th (1980),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1450,Friday the 13th Part 2 (1981),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1451,Friday the 13th Part 3: 3D (1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1452,Friday the 13th Part IV: The Final Chapter (1984),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1453,Friday the 13th Part V: A New Beginning (1985),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1454,Friday the 13th Part VI: Jason Lives (1986),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1455,Friday the 13th Part VII: The New Blood (1988),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1456,Friday the 13th Part VIII: Jason Takes Manhattan (1989),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1457,Halloween (1978),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1458,Halloween II (1981),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1459,Halloween III: Season of the Witch (1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1460,Halloween 4: The Return of Michael Myers (1988),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1461,Halloween 5: The Revenge of Michael Myers (1989),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1462,Prom Night (1980),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1463,Prom Night IV: Deliver Us From Evil (1992),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1464,Child's Play (1988),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1465,Child's Play 2 (1990),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1466,Child's Play 3 (1991),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1467,Poltergeist (1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1468,Poltergeist II: The Other Side (1986),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1469,Poltergeist III (1988),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1470,Exorcist. The (1973),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1471,Exorcist II: The Heretic (1977),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1472,Exorcist III. The (1990),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1473,Lethal Weapon (1987),1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1474,Lethal Weapon 2 (1989),1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1475,Lethal Weapon 3 (1992),1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1476,Gremlins (1984),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1477,Gremlins 2: The New Batch (1990),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1478,Goonies. The (1985),1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1479,Mask of Zorro. The (1998),1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1480,Polish Wedding (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,This World. Then the Fireworks (1997),0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1482,Soylent Green (1973),0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1483,Metropolis (1927),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1484,Back to the Future Part II (1989),0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1485,Back to the Future Part III (1990),0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1486,Poseidon Adventure. The (1972),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1487,Freaky Friday (1977),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1488,Absent-Minded Professor. The (1961),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1489,Apple Dumpling Gang Rides Again. The (1979),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1490,Babes in Toyland (1961),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1491,Bambi (1942),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1492,Seven Samurai (Shichinin no samurai) (1954),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1493,Dangerous Liaisons (1988),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1494,Dune (1984),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1495,Last Temptation of Christ. The (1988),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1496,Godfather: Part III. The (1990),0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1497,Rapture. The (1991),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1498,Lolita (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1499,Disturbing Behavior (1998),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1500,Jane Austen's Mafia! (1998),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1501,Saving Private Ryan (1998),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1502,Barefoot Executive. The (1971),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,Black Cauldron. The (1985),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1504,Black Hole. The (1979),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1505,Blackbeard's Ghost (1968),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,Blank Check (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,Candleshoe (1977),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,Cat from Outer Space. The (1978),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1509,Computer Wore Tennis Shoes. The (1969),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,Condorman (1981),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,D2: The Mighty Ducks (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,Darby O'Gill and the Little People (1959),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1513,Devil and Max Devlin. The (1981),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1514,Flight of the Navigator (1986),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1515,Great Mouse Detective. The (1986),1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1516,Herbie Goes Bananas (1980),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,Herbie Goes to Monte Carlo (1977),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,Hocus Pocus (1993),0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1519,Honey. I Blew Up the Kid (1992),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1520,Honey. I Shrunk the Kids (1989),0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1521,Hot Lead and Cold Feet (1978),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1522,In Search of the Castaways (1962),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,Incredible Journey. The (1963),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,Negotiator. The (1998),1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1525,Parent Trap. The (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1526,BASEketball (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,Roger & Me (1989),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1528,Purple Rose of Cairo. The (1985),0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
1529,Out of the Past (1947),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1530,Doctor Zhivago (1965),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1531,Fanny and Alexander (Fanny och Alexander) (1982),0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1532,Trip to Bountiful. The (1985),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1533,Tender Mercies (1983),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1534,And the Band Played On (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1535,burbs. The (1989),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,Fandango (1985),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,Night Porter. The (Portiere di notte. Il) (1974),0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1538,Mephisto (1981),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1539,Blue Velvet (1986),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1540,Journey of Natty Gann. The (1985),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,Jungle Book. The (1967),0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1542,Lady and the Tramp (1955),0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1543,Little Mermaid. The (1989),0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1544,Mighty Ducks. The (1992),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,Muppet Christmas Carol. The (1992),0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1546,Newsies (1992),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1547,101 Dalmatians (One Hundred and One Dalmatians) (1961),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,Peter Pan (1953),0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1549,Popeye (1980),0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1550,Rescuers Down Under. The (1990),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,Rescuers. The (1977),0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1552,Return from Witch Mountain (1978),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1553,Return of Jafar. The (1994),0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1554,Return to Oz (1985),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1555,Rocketeer. The (1991),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1556,Shaggy D.A.. The (1976),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,Sleeping Beauty (1959),0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1558,Something Wicked This Way Comes (1983),0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1559,Son of Flubber (1963),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,Song of the South (1946),0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1561,Splash (1984),0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1562,Steamboat Willie (1928),0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1563,Tall Tale (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1564,Tex (1982),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1565,Tron (1982),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1566,Swing Kids (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1567,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1568,L.A. Story (1991),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1569,Jerk. The (1979),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,Dead Men Don't Wear Plaid (1982),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1571,Man with Two Brains. The (1983),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,Grand Canyon (1991),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
